StoreName,City,State,Longitude,Latitude,Geometry,Address,Tel,Url
Trader Joe's Mission Viejo (126),Mission Viejo,California,-117.65968159145432,33.59162183377095,POINT (-117.6596815914543 33.59162183377095),"25410, Marguerite Parkway, Mission Viejo, Orange County, California, 92692, United States",949-581-5638,https://locations.traderjoes.com/ca/mission-viejo/
Trader Joe's Modesto (9),Modesto,California,-121.04942062943257,37.68793855,POINT (-121.0494206294326 37.68793855),"Culichi Town Modesto CA, 3250, Dale Road, Modesto, Stanislaus County, California, 95356, United States",209-491-0445,https://locations.traderjoes.com/ca/modesto/
Trader Joe's Monrovia (112),Monrovia,California,-117.99216402477741,34.14038590336966,POINT (-117.9921640247774 34.14038590336966),"604, Huntington Drive, Monrovia, Los Angeles County, California, 91016, United States",626-358-8884,https://locations.traderjoes.com/ca/monrovia/
Trader Joe's Monterey (204),Monterey,California,-121.8943674,36.5966793,POINT (-121.8943674 36.5966793),"Panda Express, 570, Munras Avenue, Monterey, Monterey County, California, 93940, United States",831-372-2010,https://locations.traderjoes.com/ca/monterey/
Trader Joe's Montrose (52),Montrose,California,-118.23318179922867,34.206948499999996,POINT (-118.2331817992287 34.2069485),"Trader Joe's, 2462, Honolulu Avenue, Verdugo City, Glendale, Los Angeles County, California, 91020, United States",818-957-3613,https://locations.traderjoes.com/ca/montrose/
Trader Joe's Morgan Hill (202),Morgan Hill,California,-121.6382588613267,37.131183300000004,POINT (-121.6382588613267 37.1311833),"Trader Joe's, 17035, Laurel Road, Morgan Hill, Santa Clara County, California, 95037, United States",408-778-6409,https://locations.traderjoes.com/ca/morgan-hill/
Trader Joe's Mountain View (81),Mountain View,California,-122.110525,37.402176,POINT (-122.110525 37.402176),"590, Showers Drive, Castro City, Mountain View, Santa Clara County, California, 94040, United States",650-917-1013,https://locations.traderjoes.com/ca/mountain-view/
Trader Joe's Napa (128),Napa,California,-122.30744603288476,38.32325711007842,POINT (-122.3074460328848 38.32325711007842),"3654, Bel Aire Plaza, Union, Napa, Napa County, California, 94558, United States",707-256-0806,https://locations.traderjoes.com/ca/napa/
Trader Joe's Newport Beach (125),Newport Beach,California,-117.82930374418382,33.566184915562104,POINT (-117.8293037441838 33.5661849155621),"8086, Pacific Coast Highway, Newport Coast, Newport Beach, Orange County, California, 92651, United States",949-494-7404,https://locations.traderjoes.com/ca/newport-beach/
Trader Joe's North Hollywood (252),North Hollywood,California,-118.3962958,34.1684654,POINT (-118.3962958 34.1684654),"Laurel Canyon, Chandler Boulevard, Garnsey, Valley Village, Los Angeles, Los Angeles County, California, 91601-3121, United States",818-762-2963,https://locations.traderjoes.com/ca/north-hollywood/
Trader Joe's Novato (198),Novato,California,-122.56853994494024,38.11166328360573,POINT (-122.5685399449402 38.11166328360573),"7514, Redwood Boulevard, Old Town, Novato, Marin County, California, 94945, United States",415-898-9359,https://locations.traderjoes.com/ca/novato/
Trader Joe's Oakland - Lakeshore (203),Oakland,California,-122.24426210775931,37.80979235,POINT (-122.2442621077593 37.80979235),"3250, Lakeshore Avenue, Lakeshore, Oakland, Alameda County, California, 94610, United States",510-238-9076,https://locations.traderjoes.com/ca/oakland/
Trader Joe's Oakland - Rockridge (231),Oakland,California,-122.25278318008421,37.84543215,POINT (-122.2527831800842 37.84543215),"5727, College Avenue, Rockridge, Oakland, Alameda County, California, 94705, United States",510-923-9428,https://locations.traderjoes.com/ca/oakland/
Trader Joe's Oceanside (22),Oceanside,California,-117.33192826311216,33.18331360587595,POINT (-117.3319282631122 33.18331360587595),"2570, Vista Way, El Camino North Center, Oceanside, San Diego County, California, 92054, United States",760-433-9994,https://locations.traderjoes.com/ca/oceanside/
Trader Joe's Mall Of Orange (46),Orange,California,-117.83645461164154,33.823156100000006,POINT (-117.8364546116415 33.82315610000001),"Trader Joe's, 2114, North Tustin Street, Orange, Orange County, California, 92865, United States",714-283-5697,https://locations.traderjoes.com/ca/orange/
Trader Joe's Pacific Grove (79),Pacific Grove,California,-121.9220764511164,36.606667421300315,POINT (-121.9220764511164 36.60666742130032),"1170, Forest Avenue, Pacific Grove, Monterey County, California, 93950, United States",831-656-0180,https://locations.traderjoes.com/ca/pacific-grove/
Trader Joe's Palmdale (185),Palmdale,California,-118.112165,34.60182673469388,POINT (-118.112165 34.60182673469388),"39507, 10th Street East, Palmdale, Los Angeles County, California, 93550, United States",661-947-2890,https://locations.traderjoes.com/ca/palmdale/
Trader Joe's Palm Desert (3),Palm Desert,California,-116.3961025,33.7274145,POINT (-116.3961025 33.7274145),"Chez Pierre, 44250, Town Center Way, Palm Desert, Riverside County, California, 92260-3306, United States",760-340-2291,https://locations.traderjoes.com/ca/palm-desert/
Trader Joe's Palo Alto (207),Palo Alto,California,-122.1601367,37.4379709,POINT (-122.1601367 37.4379709),"Howie's Artisan Pizza, 855, El Camino Real, Palo Alto, Santa Clara County, California, 94301, United States",650-327-7018,https://locations.traderjoes.com/ca/palo-alto/
Trader Joe's Hastings Ranch (171),Pasadena,California,-118.07794816697556,34.15402672959139,POINT (-118.0779481669756 34.15402672959139),"467, Rosemead Boulevard, Pasadena, Los Angeles County, California, 91107, United States",626-351-3399,https://locations.traderjoes.com/ca/pasadena/
Trader Joe's Pasadena (51),Pasadena,California,-118.14723,34.134916,POINT (-118.14723 34.134916),"610, South Arroyo Parkway, Madison Heights, Pasadena, Los Angeles County, California, 91105, United States",626-568-9254,https://locations.traderjoes.com/ca/pasadena/
Trader Joe's Pasadena (East) (32),Pasadena,California,-118.1524517,34.103949,POINT (-118.1524517 34.103949),"Huntington Drive, South Pasadena, Los Angeles County, California, 91030, United States",626-356-2963,https://locations.traderjoes.com/ca/pasadena/
Trader Joe's Pasadena - S Lake Ave (179),Pasadena,California,-118.13289651526038,34.140069350000005,POINT (-118.1328965152604 34.14006935),"Trader Joe's, 345, South Lake Avenue, South Lake Ave, Pasadena, Los Angeles County, California, 91101, United States",626-395-9553,https://locations.traderjoes.com/ca/pasadena/
Trader Joe's Petaluma (107),Petaluma,California,-122.62714637485169,38.250017408538184,POINT (-122.6271463748517 38.25001740853818),"169, North McDowell Boulevard, Petaluma, Sonoma County, California, 94954, United States",707-769-2782,https://locations.traderjoes.com/ca/petaluma/
Trader Joe's Pinole (230),Pinole,California,-122.28583153861499,37.994803293959095,POINT (-122.285831538615 37.99480329395909),"2742, Pinole Valley Road, Pinole, Contra Costa County, California, 94564, United States",510-222-3501,https://locations.traderjoes.com/ca/pinole/
Trader Joe's Pleasanton (66),Pleasanton,California,-121.8770007,37.6969236,POINT (-121.8770007 37.6969236),"Trader Joe's, 3903, Santa Rita Road, Pleasanton, Alameda County, California, 94588, United States",925-468-0763,https://locations.traderjoes.com/ca/pleasanton/
Trader Joe's Rancho Cucamonga (217),Rancho Cucamonga,California,-117.575749,34.137711,POINT (-117.575749 34.137711),"6401, Haven Avenue, Rancho Cucamonga, San Bernardino County, California, 91737, United States",909-476-1410,https://locations.traderjoes.com/ca/rancho-cucamonga/
Trader Joe's Rancho Palos Verdes (233),Rancho Palos Verdes,California,-118.40668494744764,33.7493322,POINT (-118.4066849474476 33.7493322),"Trader Joe's, 31176, Hawthorne Boulevard, Rancho Palos Verdes, Los Angeles County, California, 90275, United States",310-544-1727,https://locations.traderjoes.com/ca/rancho-palos-verdes/
Trader Joe's Rancho Palos Verdes - S. Western Ave. (57),Rancho Palos Verdes,California,-118.31175014321335,33.7564843,POINT (-118.3117501432133 33.7564843),"Terrace Cinemas, 28901, South Western Avenue, Rancho Palos Verdes, Los Angeles County, California, 90732, United States",310-832-1241,https://locations.traderjoes.com/ca/rancho-palos-verdes/
Trader Joe's Rancho Santa Margarita (27),Rancho Santa Margarita,California,-117.59544669240523,33.64245595,POINT (-117.5954466924052 33.64245595),"30652, Santa Margarita Parkway, Rancho Santa Margarita, Orange County, California, 92688, United States",949-888-3640,https://locations.traderjoes.com/ca/rancho-santa-margarita/
Trader Joe's Redding (219),Redding,California,-122.3571455212933,40.5916967,POINT (-122.3571455212933 40.5916967),"Trader Joe's, 845, Browning Street, Redding, Shasta County, California, 96003, United States",530-223-4875,https://locations.traderjoes.com/ca/redding/
Trader Joe's Redlands (99),Redlands,California,-117.1811961,34.0605852,POINT (-117.1811961 34.0605852),"Trader Joe's, 552, Orange Street, Redlands, San Bernardino County, California, 92374, United States",909-798-3888,https://locations.traderjoes.com/ca/redlands/
Trader Joe's Redondo Beach (38),Redondo Bch.,California,-118.3856421122449,33.817584571428576,POINT (-118.3856421122449 33.81758457142858),"1761, South Elena Avenue, Redondo Beach, Los Angeles County, California, 90277, United States",310-316-1745,https://locations.traderjoes.com/ca/redondo-bch./
Trader Joe's Riverside (15),Riverside,California,-117.3906958,33.9541367,POINT (-117.3906958 33.9541367),"Riverside Plaza, Riverside, Riverside County, California, 92506, United States",951-781-2378,https://locations.traderjoes.com/ca/riverside/
Trader Joe's Rocklin (228),Rocklin,California,-121.20906,38.8028944,POINT (-121.20906 38.8028944),"Stein Mart, 5116, Commons Drive, Rocklin Commons, Rocklin, Placer County, California, 95677, United States",916-660-9820,https://locations.traderjoes.com/ca/rocklin/
Trader Joe's Roseville (80),Roseville,California,-121.2749313643385,38.746284599999996,POINT (-121.2749313643385 38.7462846),"Trader Joe's, 1117, Roseville Square, Roseville, Placer County, California, 95678, United States",916-784-9084,https://locations.traderjoes.com/ca/roseville/
Trader Joe's Sacramento (175),Sacramento,California,-121.44489783392319,38.5604236,POINT (-121.4448978339232 38.5604236),"Trader Joe's, 5000, Folsom Boulevard, Sacramento, Sacramento County, California, 95819, United States",916-456-1853,https://locations.traderjoes.com/ca/sacramento/
Trader Joe's Sacramento (70),Sacramento,California,-121.40095499780158,38.61806883832644,POINT (-121.4009549978016 38.61806883832644),"2625, Marconi Avenue, Sacramento County, California, 95821, United States",916-481-8797,https://locations.traderjoes.com/ca/sacramento/
Trader Joe's San Carlos (174),San Carlos,California,-122.2679655,37.5133466,POINT (-122.2679655 37.5133466),"El Camino Real, San Carlos, San Mateo County, California, 94070, United States",650-594-2138,https://locations.traderjoes.com/ca/san-carlos/
Trader Joe's San Clemente (16),San Clemente,California,-117.6516317,33.4588472,POINT (-117.6516317 33.4588472),"The UPS Store, Camino de Los Mares, San Clemente, Orange County, California, 92673, United States",949-240-9996,https://locations.traderjoes.com/ca/san-clemente/
Trader Joe's Del Mar (223 ),San Diego,California,-117.19122537169784,32.96110705,POINT (-117.1912253716978 32.96110705),"Trader Joe's, 13480, Highlands Place, The Village at Pacific Highlands Ranch, San Diego, San Diego County, California, 92130, United States",858-755-7130,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's Mission Valley (222),San Diego,California,-117.1552299,32.7661721,POINT (-117.1552299 32.7661721),"Trader Joe's, 1072, Camino del Rio North, Mission Valley, San Diego, San Diego County, California, 92108, United States",619-297-0749,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's San Diego - Carmel Mtn Ranch (23),San Diego,California,-117.0749868,32.982014,POINT (-117.0749868 32.982014),"Trader Joe's, 11955, Carmel Mountain Road, Carmel Mountain Ranch, San Diego, San Diego County, California, 92128, United States",858-673-0526,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's San Diego - Hillcrest (26),San Diego,California,-117.15443670670741,32.74854129918661,POINT (-117.1544367067074 32.74854129918661),"1090, University Avenue, Hillcrest, San Diego, San Diego County, California, 92103, United States",619-296-3122,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's San Diego - Pacific Beach (21),San Diego,California,-117.240676,32.8008673,POINT (-117.240676 32.8008673),"Trader Joe's, 1640, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States",858-581-9101,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's San Diego - Point Loma (188),San Diego,California,-117.21754,32.735999,POINT (-117.21754 32.735999),"2401, Truxtun Road, Liberty Station, San Diego, San Diego County, California, 92106, United States",619-758-9272,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's San Diego - Sdsu (224),San Diego,California,-117.0702836,32.7718965,POINT (-117.0702836 32.7718965),"5140, College Avenue, Montezuma Mesa, San Diego, San Diego County, California, 92115, United States",619-229-9092,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's Scripps Ranch (221),San Diego,California,-117.11514959196236,32.91413385,POINT (-117.1151495919624 32.91413385),"Trader Joe's, 9850, Hibert Street, San Diego, San Diego County, California, 92131, United States",858-549-9185,https://locations.traderjoes.com/ca/san-diego/
Trader Joe's San Dimas (28),San Dimas,California,-117.8212565,34.10377795,POINT (-117.8212565 34.10377795),"856, West Arrow Highway, San Dimas, Los Angeles County, California, 91773, United States",909-305-4757,https://locations.traderjoes.com/ca/san-dimas/
Trader Joe's San Francisco (100),San Francisco,California,-122.4474181,37.7801541,POINT (-122.4474181 37.7801541),"Masonic Avenue, Anza Vista, San Francisco, California, 94118, United States",415-346-9964,https://locations.traderjoes.com/ca/san-francisco/
Trader Joe's San Francisco - 9Th St (78),San Francisco,California,-122.4077368,37.7709988,POINT (-122.4077368 37.7709988),"Trader Joe's, 555, 9th Street, SOMA Pilipinas, San Francisco, California, 94103, United States",415-863-1292,https://locations.traderjoes.com/ca/san-francisco/
Trader Joe's San Francisco - Nob Hill (200),San Francisco,California,-122.4179305,37.7907686,POINT (-122.4179305 37.7907686),"Trader Joe's, 1095, Hyde Street, Nob Hill, San Francisco, California, 94109, United States",415-292-7665,https://locations.traderjoes.com/ca/san-francisco/
Trader Joe's San Francisco - North Beach (19),San Francisco,California,-122.4137896,37.8054807,POINT (-122.4137896 37.8054807),"Trader Joe's, 401, Bay Street, Russian Hill, San Francisco, California, 94133, United States",415-351-1013,https://locations.traderjoes.com/ca/san-francisco/
Trader Joe's San Francisco - Pacific Place (225),San Francisco,California,-122.3908428,37.7669421,POINT (-122.3908428 37.7669421),"4th Street, Mission Bay, San Francisco, California, 94158, United States",415-536-7801,https://locations.traderjoes.com/ca/san-francisco/
Trader Joe's San Francisco - Stonestown (236),San Francisco,California,-122.4762084,37.726601,POINT (-122.4762084 37.726601),"Trader Joe's, 265, Winston Drive, San Francisco, California, 94132, United States",415-665-1835,https://locations.traderjoes.com/ca/san-francisco/
Trader Joe's San Jose - Bollinger (232),San Jose,California,-122.03092408746119,37.31176485,POINT (-122.0309240874612 37.31176485),"Trader Joe's, 7250, Bollinger Road, Cupertino, Santa Clara County, California, 95129, United States",408-873-7384,https://locations.traderjoes.com/ca/san-jose/
Trader Joe's San Jose - Coleman Ave (212),San Jose,California,-121.909507,37.3410206,POINT (-121.909507 37.3410206),"Trader Joe’s, 635, Coleman Avenue, College Park, Japantown, San Jose, Santa Clara County, California, 95110, United States",408-298-9731,https://locations.traderjoes.com/ca/san-jose/
Trader Joe's San Jose - Old Almaden (63),San Jose,California,-121.8462928,37.209542,POINT (-121.8462928 37.209542),"Almaden Expressway, Almaden Valley, San Jose, Santa Clara County, California, 95120, United States",408-264-8120,https://locations.traderjoes.com/ca/san-jose/
Trader Joe's San Jose - Westgate West (62),San Jose,California,-121.9942009,37.2930603,POINT (-121.9942009 37.2930603),"Trader Joe's, 5269, Prospect Road, San Jose, Santa Clara County, California, 95129, United States",408-446-5055,https://locations.traderjoes.com/ca/san-jose/
Trader Joe's San Juan Capistrano (249),San Juan Capistrano,California,-117.66271321596183,33.49647185134107,POINT (-117.6627132159618 33.49647185134107),"32151, Camino Capistrano, San Juan Capistrano, Orange County, California, 92675, United States",949-496-4150,https://locations.traderjoes.com/ca/san-juan-capistrano/
Trader Joe's San Luis Obispo (41),San Luis Obispo,California,-120.6703506,35.2691029,POINT (-120.6703506 35.2691029),"Higuera Street, Japantown, San Luis Obispo, San Luis Obispo County, California, 93401-8114, United States",805-783-2780,https://locations.traderjoes.com/ca/san-luis-obispo/
Trader Joe's San Mateo - Grant St (67),San Mateo,California,-122.30260170007662,37.55456445,POINT (-122.3026017000766 37.55456445),"Trader Joe's, 1820-22, South Grant Street, San Mateo, San Mateo County, California, 94402, United States",650-570-6140,https://locations.traderjoes.com/ca/san-mateo/
Trader Joe's San Mateo - Hillsdale (245),San Mateo,California,-122.2982505,37.5366608,POINT (-122.2982505 37.5366608),"West Hillsdale Boulevard, Hillsdale Shopping Center, Hillsdale, San Mateo, San Mateo County, California, 94403, United States",650-286-1509,https://locations.traderjoes.com/ca/san-mateo/
Trader Joe's San Rafael (61),San Rafael,California,-122.5165256,37.969678,POINT (-122.5165256 37.969678),"Trader Joe's, 337, Third Street, San Rafael, Marin County, California, 94901, United States",415-454-9530,https://locations.traderjoes.com/ca/san-rafael/
Trader Joe's San Ramon (246),San Ramon,California,-121.95239712912687,37.76296339042141,POINT (-121.9523971291269 37.76296339042141),"300, Market Place, San Ramon, Contra Costa County, California, 94583, United States",925-275-8140,https://locations.traderjoes.com/ca/san-ramon/
Trader Joe's Santa Ana (113),Santa Ana,California,-117.88573458936368,33.70335869835462,POINT (-117.8857345893637 33.70335869835462),"3329, Bristol Street, Santa Ana, Orange County, California, 92704, United States",714-424-9304,https://locations.traderjoes.com/ca/santa-ana/
Trader Joe's Santa Barbara (183),Santa Barbara,California,-119.729096,34.439024,POINT (-119.729096 34.439024),"3025, De la Vina Street, Upper State, Santa Barbara, Santa Barbara County, California, 93105, United States",805-563-7383,https://locations.traderjoes.com/ca/santa-barbara/
Trader Joe's Santa Barbara (59),Santa Barbara,California,-119.68242,34.4243,POINT (-119.68242 34.4243),"222, North Milpas Street, East Side, Santa Barbara, Santa Barbara County, California, 93103, United States",805-560-1182,https://locations.traderjoes.com/ca/santa-barbara/
Trader Joe's Valencia (13),Santa Clarita,California,-118.5381487,34.4284056,POINT (-118.5381487 34.4284056),"Trader Joe's, 26517, Bouquet Canyon Road, Bouquet Junction, Santa Clarita, Los Angeles County, California, 91350, United States",661-263-3796,https://locations.traderjoes.com/ca/santa-clarita/
Trader Joe's Santa Cruz (193),Santa Cruz,California,-122.399608,37.797942,POINT (-122.399608 37.797942),"700, Front Street, Northeast Waterfront Historic District, San Francisco, California, 94111, United States",831-425-0140,https://locations.traderjoes.com/ca/santa-cruz/
Trader Joe's Santa Maria (239),Santa Maria,California,-120.42041078005033,34.96260083306684,POINT (-120.4204107800503 34.96260083306684),"1303, North Bradley Road, Santa Maria, Santa Barbara County, California, 93454, United States",805-925-1657,https://locations.traderjoes.com/ca/santa-maria/
Trader Joe's Santa Monica (6),Santa Monica,California,-118.45584118779493,34.026350300000004,POINT (-118.4558411877949 34.0263503),"Trader Joe's, 3212, West Pico Boulevard, Santa Monica, Los Angeles County, California, 90405, United States",310-581-0253,https://locations.traderjoes.com/ca/santa-monica/
Trader Joe's Wilshire (253),Santa Monica,California,-118.480487,34.033415,POINT (-118.480487 34.033415),"2300, Wilshire Boulevard, Santa Monica, Los Angeles County, California, 90403, United States",310-264-2223,https://locations.traderjoes.com/ca/santa-monica/
Trader Joe's Santa Rosa Ave (178),Santa Rosa,California,-122.71199975836902,38.41750185,POINT (-122.711999758369 38.41750185),"Trader Joe's, 2100, Santa Rosa Avenue, Santa Rosa, Sonoma County, California, 95407, United States",707-535-0788,https://locations.traderjoes.com/ca/santa-rosa/
Trader Joe's Santa Rosa - Cleveland Ave (75),Santa Rosa,California,-122.7321638,38.4735858,POINT (-122.7321638 38.4735858),"3225, Cleveland Avenue, Santa Rosa, Sonoma County, California, 95403, United States",707-525-1406,https://locations.traderjoes.com/ca/santa-rosa/
Trader Joe's Sherman Oaks (49),Sherman Oaks,California,-118.440907,34.157688,POINT (-118.440907 34.157688),"14119, Riverside Drive, Sherman Oaks, Los Angeles, Los Angeles County, California, 91423, United States",818-789-2771,https://locations.traderjoes.com/ca/sherman-oaks/
Trader Joe's Simi Valley (30),Simi Valley,California,-118.7846795,34.2795848,POINT (-118.7846795 34.2795848),"Cochran Street, Simi Valley, Ventura County, California, 93065-6278, United States",805-520-3135,https://locations.traderjoes.com/ca/simi-valley/
Trader Joe's South San Francisco (187),South San Francisco,California,-122.4439774,37.6642278,POINT (-122.4439774 37.6642278),"South San Francisco, Bart, South San Francisco, San Mateo County, California, 94080, United States",650-583-6401,https://locations.traderjoes.com/ca/south-san-francisco/
Trader Joe's South Pasadena (18),S. Pasadena,California,-118.16295950129347,34.1152989,POINT (-118.1629595012935 34.1152989),"Trader Joe's, 613, Mission Street, Olga, South Pasadena, Los Angeles County, California, 91030, United States",626-441-6263,https://locations.traderjoes.com/ca/s.-pasadena/
Trader Joe's Stockton (76),Stockton,California,-121.32018170469799,38.009705865771814,POINT (-121.320181704698 38.00970586577181),"6535, Pacific Avenue, Lincoln Village, Stockton, San Joaquin County, California, 95207, United States",209-951-7597,https://locations.traderjoes.com/ca/stockton/
Trader Joe's Studio City (122),Studio City,California,-118.3933469,34.1429858,POINT (-118.3933469 34.1429858),"Trader Joe's, 11976, Ventura Boulevard, Studio City, Los Angeles, Los Angeles County, California, 91604, United States",818-509-0168,https://locations.traderjoes.com/ca/studio-city/
Trader Joe's Sunnyvale (68),Sunnyvale,California,-122.036349,37.3688301,POINT (-122.036349 37.3688301),"Sunnyvale, Santa Clara County, California, United States",408-736-7573,https://locations.traderjoes.com/ca/sunnyvale/
Trader Joe's Temecula (102),Temecula,California,-117.15472219491525,33.52859099576271,POINT (-117.1547221949153 33.52859099576271),"40665, Winchester Road, Walden, Winchester Highlands, Temecula, Riverside County, California, 92591, United States",951-296-9964,https://locations.traderjoes.com/ca/temecula/
Trader Joe's Templeton (211),Templeton,California,-120.71515047628318,35.54195745,POINT (-120.7151504762832 35.54195745),"Trader Joe's, 1111, Rossi Road, Templeton, San Luis Obispo County, California, 93465, United States",805-434-9562,https://locations.traderjoes.com/ca/templeton/
Trader Joe's Newbury Park (243),Thousand Oaks,California,-118.95292459610994,34.18145274225959,POINT (-118.9529245961099 34.18145274225959),"125, North Reino Road, Thousand Oaks, Ventura County, California, 91320, United States",805-375-1984,https://locations.traderjoes.com/ca/thousand-oaks/
Trader Joe's Thousand Oaks (196),Thousand Oaks,California,-118.8911392,34.1856898,POINT (-118.8911392 34.1856898),"West Thousand Oaks Boulevard, Newbury Park, Thousand Oaks, Ventura County, California, 91360, United States",805-492-7107,https://locations.traderjoes.com/ca/thousand-oaks/
Trader Joe's Toluca Lake (54),Toluca Lake,California,-118.35192025316645,34.1519441,POINT (-118.3519202531665 34.1519441),"Trader Joe's, 10130, Riverside Drive, Toluca Lake, Los Angeles, Los Angeles County, California, 91602-2532, United States",818-762-2787,https://locations.traderjoes.com/ca/toluca-lake/
Trader Joe's Torrance - Hawthorne Blvd (121),Torrance,California,-118.35324128092546,33.85226315,POINT (-118.3532412809255 33.85226315),"Trader Joe's, 19720, Hawthorne Boulevard, Dudmore, Torrance, Los Angeles County, California, 90503, United States",310-793-8585,https://locations.traderjoes.com/ca/torrance/
Trader Joe's Torrance - Rolling Hills Plaza (29),Torrance,California,-118.3303152,33.7907321,POINT (-118.3303152 33.7907321),"Trader Joe's, 2545, Pacific Coast Highway, Torrance, Los Angeles County, California, 90505, United States",310-326-9520,https://locations.traderjoes.com/ca/torrance/
Trader Joe's Tustin (197),Tustin,California,-117.80826467072758,33.74757786533906,POINT (-117.8082646707276 33.74757786533906),"1198, Irvine Boulevard, Tustin, Orange County, California, 92780, United States",714-505-3289,https://locations.traderjoes.com/ca/tustin/
Trader Joe's Ventura (45),Ventura,California,-119.2118114,34.2514796,POINT (-119.2118114 34.2514796),"Victoria Avenue, Montalvo, Ventura, Ventura County, California, 93009, United States",805-650-9977,https://locations.traderjoes.com/ca/ventura/
Trader Joe's Ventura - Midtown (218),Ventura,California,-119.24899,34.2717912,POINT (-119.24899 34.2717912),"Massage Envy, 103, South Mills Road, Ventura, Ventura County, California, 93003, United States",805-658-2664,https://locations.traderjoes.com/ca/ventura/
Trader Joe's Walnut Creek (123),Walnut Creek,California,-122.06349054661639,37.89950669973231,POINT (-122.0634905466164 37.89950669973231),"1372, North California Boulevard, Walnut Creek, Contra Costa County, California, 94596, United States",925-945-1674,https://locations.traderjoes.com/ca/walnut-creek/
Trader Joe's Westchester (33),Westchester,California,-118.39601985136741,33.959178959931144,POINT (-118.3960198513674 33.95917895993114),"8645, South Sepulveda Boulevard, Westchester, Los Angeles, Los Angeles County, California, 90045, United States",310-338-9238,https://locations.traderjoes.com/ca/westchester/
Trader Joe's West Hills (50),West Hills,California,-117.97588,33.9031683,POINT (-117.97588 33.9031683),"West Coyote Hills, Fullerton, Orange County, California, 92833, United States",818-347-2591,https://locations.traderjoes.com/ca/west-hills/
Trader Joe's West Hollywood (173),West Hollywood,California,-118.3796094,34.0880565,POINT (-118.3796094 34.0880565),"Trader Joe's, 8611, Santa Monica Boulevard, West Hollywood, Los Angeles County, California, 90069, United States",310-657-0152,https://locations.traderjoes.com/ca/west-hollywood/
Trader Joe's West Hollywood (40),West Hollywood,California,-118.3492856,34.090660400000004,POINT (-118.3492856 34.0906604),"7310, Santa Monica Boulevard, West Hollywood, Los Angeles County, California, 90046, United States",323-969-8048,https://locations.traderjoes.com/ca/west-hollywood/
Trader Joe's Westlake Village (58),Westlake Village,California,-118.8026746,34.1573083,POINT (-118.8026746 34.1573083),"Thousand Oaks Boulevard, Westlake Village, Los Angeles County, California, 91362, United States",805-494-5040,https://locations.traderjoes.com/ca/westlake-village/
Trader Joe's Whittier (48),Whittier,California,-118.00616749600442,33.948535217188166,POINT (-118.0061674960044 33.94853521718817),"15025, Whittier Boulevard, Friendly Hills, Whittier, Los Angeles County, California, 90603, United States",562-698-1642,https://locations.traderjoes.com/ca/whittier/
Trader Joe's Woodland Hills (209),Woodland Hills,California,-118.59186872498951,34.16682846964462,POINT (-118.5918687249895 34.16682846964462),"21055, Ventura Boulevard, Woodland Hills, Los Angeles, Los Angeles County, California, 91364, United States",818-712-9475,https://locations.traderjoes.com/ca/woodland-hills/
Trader Joe's Yorba Linda (176),Yorba Linda,California,-117.79095561307629,33.8888867961246,POINT (-117.7909556130763 33.8888867961246),"19655, Yorba Linda Boulevard, Yorba Linda, Orange County, California, 92886, United States",714-970-0116,https://locations.traderjoes.com/ca/yorba-linda/
Trader Joe's Boulder (301),Boulder,Colorado,-105.25781919411293,40.02022865,POINT (-105.2578191941129 40.02022865),"Trader Joe's, 1906, 28th Street, Boulder, Boulder County, Colorado, 80301, United States",303-443-0160,https://locations.traderjoes.com/co/boulder/
Trader Joe's Colorado Springs (305),Colorado Springs,Colorado,-104.8223177,38.7989285,POINT (-104.8223177 38.7989285),"South Nevada Avenue, Colorado Springs, El Paso County, Colorado, 80906, United States",719-264-0123,https://locations.traderjoes.com/co/colorado-springs/
Trader Joe's Colorado Springs<Br>Wine Shop (315),Colorado Springs,Colorado,-104.8223177,38.7989285,POINT (-104.8223177 38.7989285),"South Nevada Avenue, Colorado Springs, El Paso County, Colorado, 80906, United States",719-266-6838,https://locations.traderjoes.com/co/colorado-springs/
Trader Joe's Denver (302),Denver,Colorado,-104.9827267,39.7269876,POINT (-104.9827267 39.7269876),"Trader Joe's, 661, Logan Street, Capitol Hill, Denver, Colorado, 80203, United States",303-318-7112,https://locations.traderjoes.com/co/denver/
Trader Joe's Denver<Br>Wine Shop (310),Denver,Colorado,-104.940292,39.7289397,POINT (-104.940292 39.7289397),"Trader Joe's, 790, Colorado Boulevard, Denver, Colorado, 80206, United States",303-321-3245,https://locations.traderjoes.com/co/denver/
Trader Joe's Denver Grocery (300),Denver,Colorado,-104.94049953061224,39.728317857142855,POINT (-104.9404995306122 39.72831785714286),"750, Colorado Boulevard, Denver, Colorado, 80206, United States",303-321-1003,https://locations.traderjoes.com/co/denver/
